bnum	seqid	name	start	stop	strand	length	PID	description	operon_id	type
2460	b2460	b2460	2572322	2573023	-	234	1788802	orf, hypothetical protein	1471	ORF
2461	b2461	b2461	2572998	2573477	-	160	1788803	orf, hypothetical protein	1471	ORF
2462	b2462	b2462	2573490	2573897	-	136	1788804	orf, hypothetical protein	1471	ORF
2463	b2463	b2463	2574118	2576397	-	760	1788806	putative multimodular enzyme	1472	ORF
2464	b2464	talA	2576686	2577636	+	317	1788807	transaldolase A	1473	ORF
2465	b2465	tktB	2577656	2579659	+	668	1788808	transketolase 2 isozyme	1473	ORF
2466	b2466	b2466	2579754	2580797	-	348	1788809	orf, hypothetical protein	1474	ORF
2467	b2467	yffH	2580923	2581498	-	192	1788810	orf, hypothetical protein	1475	ORF
2468	b2468	yffG	2581566	2583545	-	660	1788811	putative oxidoreductase, Fe-S subunit	1476	ORF
2469	b2469	narQ	2583751	2585451	+	567	1788812	sensor for nitrate reductase system, protein histidine kinase (acts on NarP and narL)	1477	ORF
2470	b2470	acrD	2585615	2588728	+	1038	1788814	Aminoglycoside efflux pump	1478	ORF
2471	b2471	yffB	2589267	2589623	+	119	1788815	orf, hypothetical protein	1479	ORF
2472	b2472	dapE	2589627	2590754	+	376	1788816	N-succinyl-diaminopimelate deacylase	1479	ORF
2473	b2473	ypfH	2591092	2591814	-	241	1788817	orf, hypothetical protein	1480	ORF
2474	b2474	ypfI	2591864	2593879	-	672	1788818	orf, hypothetical protein	1480	ORF
2475	b2475	b2475	2593894	2594757	-	288	1788819	orf, hypothetical protein	1480	ORF
2476	b2476	purC	2594925	2595638	-	238	1788820	phosphoribosylaminoimidazole-succinocarboxamide synthetase = SAICAR synthetase	1481	ORF
2477	b2477	nlpB	2595851	2596888	-	346	1788822	lipoprotein-34	1482	ORF
2478	b2478	dapA	2596902	2597780	-	293	1788823	dihydrodipicolinate synthase	1482	ORF
2479	b2479	gcvR	2597860	2598498	+	213	1788824	transcriptional regulation of gcv operon	1483	ORF
2480	b2480	bcp	2598498	2598968	+	157	1788825	bacterioferritin comigratory protein	1483	ORF
2481	b2481	hyfA	2599182	2599838	+	219	1788826	hydrogenase 4 Fe-S subunit	1484	ORF
2482	b2482	hyfB	2599838	2601856	+	673	1788827	hydrogenase 4 membrane subunit	1484	ORF
2483	b2483	hyfC	2601846	2602814	+	323	1788828	hydrogenase 4 membrane subunit	1484	ORF
2484	b2484	hyfD	2602831	2604270	+	480	1788829	hydrogenase 4 membrane subunit	1484	ORF
2485	b2485	hyfE	2604282	2604932	+	217	1788830	hydrogenase 4 membrane subunit	1484	ORF
2486	b2486	hyfF	2604937	2606517	+	527	1788831	hydrogenase 4 membrane subunit	1484	ORF
2487	b2487	hyfG	2606507	2608174	+	556	1788832	hydrogenase 4 subunit	1484	ORF
2488	b2488	hyfH	2608184	2608729	+	182	1788833	hydrogenase 4 Fe-S subunit	1484	ORF
2489	b2489	hyfI	2608726	2609484	+	253	1788834	hydrogenase 4 Fe-S subunit	1484	ORF
2490	b2490	b2490	2609414	2609890	+	159	1788835	putative protein processing element	1484	ORF
2491	b2491	hyfR	2609941	2611932	+	664	1788836	putative 2-component regulator, interaction with sigma 54	1485	ORF
2492	b2492	focB	2611954	2612802	+	283	1788837	probable formate transporter (formate channel 2)	1485	ORF
2493	b2493	perM	2612840	2613901	-	354	1788838	putative permease	1486	ORF
2494	b2494	b2494	2614114	2615577	+	488	1788840	orf, hypothetical protein	1487	ORF
2495	b2495	b2495	2615598	2615957	+	120	1788841	putative oxidoreductase	1487	ORF
2496	b2496	b2496	2616095	2616841	-	249	1788842	putative DNA replication factor	1488	ORF
2497	b2497	uraA	2616891	2618180	-	430	1788843	uracil transport	1488	ORF
2498	b2498	upp	2618266	2618919	-	218	1788844	uracil phosphoribosyltransferase	1489	ORF
2499	b2499	purM	2619217	2620254	+	346	1788845	phosphoribosylaminoimidazole synthetase = AIR synthetase	1490	ORF
2500	b2500	purN	2620254	2620892	+	213	1788846	phosphoribosylglycinamide formyltransferase 1	1490	ORF
2501	b2501	ppk	2621064	2623130	+	689	1788847	polyphosphate kinase	1491	ORF
2502	b2502	ppx	2623135	2624676	+	514	1788848	exopolyphosphatase	1492	ORF
2503	b2503	b2503	2624715	2626958	-	748	1788849	putative cytochrome C-type biogenesis protein	1493	ORF
2504	b2504	b2504	2627310	2627501	+	64	1788851	orf, hypothetical protein	1494	ORF
2505	b2505	b2505	2627812	2628330	+	173	1788852	putative outer membrane lipoprotein	1495	ORF
2506	b2506	b2506	2628346	2628885	+	180	1788853	putative membrane protein	1495	ORF
2507	b2507	guaA	2628978	2630555	-	526	1788854	GMP synthetase (glutamine-hydrolyzing)	1496	ORF
2508	b2508	guaB	2630624	2632090	-	489	1788855	IMP dehydrogenase	1496	ORF
2509	b2509	xseA	2632252	2633622	+	457	1788856	exonuclease VII, large subunit	1497	ORF
2510	b2510	b2510	2633619	2633870	-	84	1788857	orf, hypothetical protein	1498	ORF
2511	b2511	b2511	2633904	2635415	-	504	1788858	putative GTP-binding factor	1498	ORF
2512	b2512	b2512	2635494	2636672	-	393	1788859	putative dehydrogenase	1499	ORF
2513	b2513	b2513	2636683	2637303	-	207	1788860	orf, hypothetical protein	1499	ORF
2514	b2514	hisS	2637321	2638595	-	425	1788861	histidine tRNA synthetase	1499	ORF
2515	b2515	gcpE	2638706	2639824	-	373	1788863	orf, hypothetical protein	1500	ORF
2516	b2516	yfgA	2639851	2640864	-	338	1788864	putative membrane protein	1500	ORF
2517	b2517	yfgB	2641149	2642303	-	385	1788865	orf, hypothetical protein	1501	ORF
2518	b2518	ndk	2642453	2642884	-	144	1788866	nucleoside diphosphate kinase	1502	ORF
2519	b2519	pbpC	2643033	2645345	-	771	1788867	Penicillin binding protein 1C (PBP 1C)	1503	ORF
2520	b2520	b2520	2645346	2650307	-	1654	1788868	orf, hypothetical protein	1503	ORF
2521	b2521	sseA	2650355	2651359	+	335	1788869	putative thiosulfate sulfurtransferase	1504	ORF
2522	b2522	sseB	2652177	2652962	-	262	1788871	enhanced serine sensitivity	1505	ORF
2523	b2523	pepB	2653095	2654465	-	457	1788872	putative peptidase	1506	ORF
2524	b2524	yfhJ	2654556	2654756	-	67	1788873	orf, hypothetical protein	1507	ORF
2525	b2525	fdx	2654768	2655103	-	112	1788874	[2FE-2S] ferredoxin, electron carrer protein	1507	ORF
2526	b2526	hscA	2655105	2656955	-	617	1788875	heat shock protein, chaperone, member of Hsp70 protein family	1507	ORF
2527	b2527	yfhE	2656972	2657487	-	172	1788876	orf, hypothetical protein	1507	ORF
2528	b2528	yfhF	2657583	2657906	-	108	1788877	putative regulator	1508	ORF
2529	b2529	b2529	2657923	2658309	-	129	1788878	orf, hypothetical protein	1508	ORF
2530	b2530	yfhO	2658337	2659575	-	413	1788879	putative aminotransferase	1508	ORF
2531	b2531	b2531	2659663	2660151	-	163	1788880	orf, hypothetical protein	1509	ORF
2532	b2532	b2532	2660603	2661343	-	247	1788881	putative ATP synthase beta subunit	1510	ORF
2533	b2533	suhB	2661462	2662265	+	268	1788882	enhances synthesis of sigma32 in mutant; extragenic suppressor, may modulate RNAse III lethal action	1511	ORF
2534	b2534	b2534	2662383	2663264	+	294	1788884	putative enzyme (3.4.-)	1512	ORF
2535	b2535	csiE	2663434	2664735	+	434	1788885	orf, hypothetical protein	1513	ORF
2536	b2536	hcaT	2664727	2665866	-	380	1788886	MFS (major facilitator superfamily) transporter	1514	ORF
2537	b2537	hcaR	2666026	2666916	-	297	1788887	transcriptional activator of hca cluster	1515	ORF
2538	b2538	hcaA1	2667052	2668413	+	454	1788888	large terminal subunit of phenylpropionate dioxygenase	1516	ORF
2539	b2539	hcaA2	2668410	2668928	+	173	1788889	small terminal subunit of phenylpropionate dioxygenase	1516	ORF
2540	b2540	hcaC	2668928	2669248	+	107	1788890	ferredoxin subunit of phenylpropionate dioxygenase	1516	ORF
2541	b2541	hcaB	2669245	2670057	+	271	1788891	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase	1516	ORF
2542	b2542	hcaD	2670067	2671269	+	401	1788892	ferredoxin reductase subunit of phenylpropionate dioxygenase	1516	ORF
2543	b2543	yphA	2671294	2671788	+	165	1788893	orf, hypothetical protein	1516	ORF
2544	b2544	yphB	2671836	2672708	-	291	1788894	orf, hypothetical protein	1517	ORF
2545	b2545	yphC	2672720	2673814	-	365	1788895	putative oxidoreductase	1517	ORF
2546	b2546	yphD	2673847	2674845	-	333	1788896	putative transport system permease protein	1517	ORF
2547	b2547	yphE	2674870	2676381	-	504	1788897	putative ATP-binding component of a transport system	1517	ORF
2548	b2548	yphF	2676404	2677387	-	328	1788898	putative LACI-type transcriptional regulator	1517	ORF
2549	b2549	yphG	2677484	2680858	-	1125	1788900	orf, hypothetical protein	1518	ORF
2550	b2550	yphH	2680877	2682076	+	400	1788901	putative NAGC-like transcriptional regulator	1519	ORF
2551	b2551	glyA	2682274	2683527	-	418	1788902	serine hydroxymethyltransferase	1520	ORF
2552	b2552	hmpA	2683855	2685045	+	397	1788903	dihydropteridine reductase, ferrisiderophore reductase activity	1521	ORF
2553	b2553	glnB	2685090	2685428	-	113	1788904	regulatory protein P-II for glutamine synthetase	1522	ORF
2554	b2554	yfhA	2685489	2686823	-	445	1788905	putative 2-component transcriptional regulator	1523	ORF
2555	b2555	yfhG	2686813	2687526	-	238	1788906	putative alpha helix protein	1523	ORF
2556	b2556	yfhK	2687691	2689181	-	497	1788908	putative 2-component sensor protein	1524	ORF
2557	b2557	purL	2689676	2693563	-	1296	1788909	phosphoribosylformyl-glycineamide synthetase = FGAM synthetase	1525	ORF
2558	b2558	yfhD	2693959	2695377	+	473	1788910	putative periplasmic binding transport protein	1526	ORF
2559	b2559	yfhC	2695374	2695910	-	179	1788911	putative deaminase	1527	ORF
2560	b2560	yfhB	2695935	2696507	-	191	1788912	orf, hypothetical protein	1527	ORF
2561	b2561	yfhH	2696707	2697627	+	307	1788913	orf, hypothetical protein	1528	ORF
2562	b2562	yfhL	2697683	2697943	+	87	1788914	orf, hypothetical protein	1529	ORF
2563	b2563	acpS	2698638	2699018	-	127	1788916	CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase	1530	ORF
2564	b2564	pdxJ	2699018	2699749	-	244	1788917	pyridoxine biosynthesis	1530	ORF
2565	b2565	recO	2699761	2700489	-	243	2367140	protein interacts with RecR and possibly RecF proteins	1531	ORF
2566	b2566	era	2700501	2701406	-	302	1788919	GTP-binding protein	1531	ORF
2567	b2567	rnc	2701403	2702083	-	227	1788920	RNase III, ds RNA	1531	ORF
2568	b2568	lepB	2702355	2703329	-	325	1788921	leader peptidase (signal peptidase I)	1532	ORF
2569	b2569	lepA	2703345	2705144	-	600	1788922	GTP-binding elongation factor, may be inner membrane protein	1533	ORF
2570	b2570	rseC	2705342	2705821	-	160	1788923	sigma-E factor, negative regulatory protein	1534	ORF
2571	b2571	rseB	2705818	2706774	-	319	1788924	regulates activity of sigma-E factor	1534	ORF
2572	b2572	rseA	2706774	2707424	-	217	1788925	sigma-E factor, negative regulatory protein	1535	ORF
2573	b2573	rpoE	2707457	2708032	-	192	1788926	RNA polymerase, sigma-E factor; heat shock and oxidative stress	1535	ORF
2574	b2574	nadB	2708440	2710062	+	541	1788928	quinolinate synthetase, B protein	1536	ORF
2575	b2575	yfiC	2710047	2710904	-	286	1788929	putative enzyme	1537	ORF
2576	b2576	srmB	2710916	2712250	+	445	1788930	ATP-dependent RNA helicase	1538	ORF
2577	b2577	yfiE	2712459	2713385	-	309	1788931	putative transcriptional regulator LYSR-type	1539	ORF
2578	b2578	yfiK	2713443	2714030	+	196	1788932	orf, hypothetical protein	1540	ORF
2579	b2579	yfiD	2714086	2714469	-	128	1788933	putative formate acetyltransferase	1541	ORF
2580	b2580	ung	2714774	2715463	+	230	1788934	uracil-DNA-glycosylase	1542	ORF
2581	b2581	yfiF	2715511	2716548	-	346	1788935	orf, hypothetical protein	1543	ORF
2582	b2582	trxC	2716755	2717174	+	140	1788936	putative thioredoxin-like protein	1544	ORF
2583	b2583	yfiP	2717219	2717941	+	241	1788937	orf, hypothetical protein	1544	ORF
2584	b2584	yfiQ	2717973	2720633	+	887	1788938	orf, hypothetical protein	1544	ORF
2585	b2585	pssA	2720744	2722102	+	453	1788940	phosphatidylserine synthase; phospholipid synthesis	1545	ORF
2586	b2586	yfiM	2722199	2722471	+	91	1788941	orf, hypothetical protein	1546	ORF
2587	b2587	kgtP	2722468	2723766	-	433	1788942	alpha-ketoglutarate permease	1547	ORF
2588	b2588	rrfG	2724089	2724208	-	0	0	5S ribosomal RNA	0	rRNA
2589	b2589	rrlG	2724301	2727204	-	0	0	23S ribosomal RNA	0	rRNA
2590	b2590	gltW	2727389	2727464	-	0	0	tRNA-Sec	0	tRNA
2591	b2591	rrsG	2727636	2729178	-	0	0	16S ribosomal RNA	0	rRNA
2592	b2592	clpB	2729620	2732193	-	858	1788943	heat shock protein	1548	ORF
2593	b2593	yfiH	2732323	2733054	-	244	1788945	orf, hypothetical protein	1549	ORF
2594	b2594	sfhB	2733051	2734031	-	327	1788946	suppressor of ftsH mutation	1549	ORF
2595	b2595	b2595	2734166	2734903	+	246	1788947	orf, hypothetical protein	1550	ORF
2596	b2596	b2596	2734933	2735139	+	69	1788948	orf, hypothetical protein	1550	ORF
2597	b2597	yfiA	2735174	2735515	+	114	1788949	putative yhbH sigma 54 modulator	1550	ORF
2598	b2598	pheL	2735619	2735666	+	16	1788950	leader peptide of chorismate mutase-P-prephenate dehydratase	1551	ORF
2599	b2599	pheA	2735765	2736925	+	387	1788951	chorismate mutase-P and prephenate dehydratase	1551	ORF
2600	b2600	tyrA	2736968	2738089	-	374	1788952	chorismate mutase-T and prephenate dehydrogenase	1552	ORF
2601	b2601	aroF	2738100	2739170	-	357	1788953	3-deoxy-D-arabinoheptulosonate-7-phosphate synthase (DAHP synthetase, tyrosine repressible)	1552	ORF
2602	b2602	yfiL	2739341	2739745	+	135	1788954	orf, hypothetical protein	1553	ORF
2603	b2603	b2603	2739895	2740413	+	173	1788955	orf, hypothetical protein	1554	ORF
2604	b2604	yfiN	2740403	2741629	+	409	1788956	orf, hypothetical protein	1554	ORF
2605	b2605	yfiB	2741645	2742127	+	161	1788957	putative outer membrane protein	1554	ORF
2606	b2606	rplS	2742203	2742550	-	116	1788958	50S ribosomal subunit protein L19	1555	ORF
2607	b2607	trmD	2742592	2743359	-	256	1788959	tRNA methyltransferase; tRNA (guanine-7-)-methyltransferase	1556	ORF
2608	b2608	yfjA	2743390	2743947	-	186	1788960	orf, hypothetical protein	1557	ORF
2609	b2609	rpsP	2743957	2744205	-	83	1788961	30S ribosomal subunit protein S16	1557	ORF
2610	b2610	ffh	2744454	2745815	-	454	1788963	GTP-binding export factor binds to signal sequence, GTP and RNA	1558	ORF
2611	b2611	b2611	2745907	2746773	+	289	1788964	orf, hypothetical protein	1559	ORF
2612	b2612	ypjE	2746818	2747408	+	197	1788965	orf, hypothetical protein	1559	ORF
2613	b2613	yfjD	2747398	2748081	+	228	1788966	putative transport protein	1559	ORF
2614	b2614	grpE	2748136	2748729	-	198	1788967	phage lambda replication; host DNA synthesis; heat shock protein; protein repair	1560	ORF
2615	b2615	yfjB	2748852	2749730	+	293	1788968	orf, hypothetical protein	1561	ORF
2616	b2616	recN	2749816	2751477	+	554	1788969	protein used in recombination and DNA repair	1562	ORF
2617	b2617	smpA	2751815	2751967	+	51	1788970	small membrane protein A	1563	ORF
2618	b2618	b2618	2752029	2752337	-	103	1788971	orf, hypothetical protein	1564	ORF
2619	b2619	b2619	2752309	2752785	-	159	1788972	orf, hypothetical protein	1564	ORF
2620	b2620	smpB	2752917	2753399	+	161	1788973	small protein B	1565	ORF
2621	b2621	ssrA	2753509	2753974	+	0	0	 	0	RNA
2622	b2622	intA	2754180	2755421	+	414	1788974	prophage CP4-57 integrase	1566	ORF
2623	b2623	yfjH	2755665	2756621	-	319	1788976	putative histone	1567	ORF
2624	b2624	alpA	2756665	2756877	+	71	1788977	prophage CP4-57 regulatory protein alpA	1568	ORF
2625	b2625	yfjI	2757006	2758415	+	470	1788978	orf, hypothetical protein	1569	ORF
2626	b2626	yfjJ	2758568	2759194	+	209	1788979	orf, hypothetical protein	1570	ORF
2627	b2627	yfjK	2759372	2761561	-	730	1788980	orf, hypothetical protein	1571	ORF
2628	b2628	yfjL	2761558	2763174	-	539	1788981	orf, hypothetical protein	1571	ORF
2629	b2629	yfjM	2763534	2763797	-	88	1788982	orf, hypothetical protein	1572	ORF
2630	b2630	yfjN	2763939	2765012	+	358	1788983	putative cell division protein	1573	ORF
2631	b2631	yfjO	2765056	2765376	+	107	1788984	orf, hypothetical protein	1573	ORF
2632	b2632	yfjP	2765725	2766594	+	290	1788986	putative GTP-binding protein	1574	ORF
2633	b2633	yfjQ	2766686	2767507	+	274	1788987	orf, hypothetical protein	1575	ORF
2634	b2634	yfjR	2767724	2768425	+	234	1788988	orf, hypothetical protein	1576	ORF
2635	b2635	b2635	2768310	2768702	+	131	2367144	orf, hypothetical protein	1576	ORF
2636	b2636	b2636	2768453	2769145	+	231	2367145	orf, hypothetical protein	1576	ORF
2637	b2637	yfjT	2769169	2769636	+	156	1788990	orf, hypothetical protein	1576	ORF
2638	b2638	b2638	2769861	2770175	-	105	1788991	orf, hypothetical protein	1577	ORF
2639	b2639	b2639	2770188	2770706	-	173	1788992	putative pump protein	1577	ORF
2640	b2640	b2640	2770857	2771057	-	67	1788993	orf, hypothetical protein	1578	ORF
2641	b2641	b2641	2770997	2771113	-	39	1788994	orf, hypothetical protein	1578	ORF
2642	b2642	yfjW	2771339	2773042	+	568	2367146	orf, hypothetical protein	1579	ORF
2643	b2643	yfjX	2773940	2774398	+	153	1788996	orf, hypothetical protein	1580	ORF
2644	b2644	yfjY	2774407	2774889	+	161	1788997	putative DNA repair protein	1580	ORF
2645	b2645	yfjZ	2775136	2775453	+	106	1788998	orf, hypothetical protein	1581	ORF
2646	b2646	ypjF	2775474	2775803	+	110	1788999	orf, hypothetical protein	1581	ORF
2647	b2647	ypjA	2776167	2780876	-	1570	1789001	putative ATP-binding component of a transport system	1582	ORF
2648	b2648	b2648	2781085	2781228	-	48	1789002	orf, hypothetical protein	1583	ORF
2649	b2649	b2649	2781658	2782449	-	264	1789003	orf, hypothetical protein	1584	ORF
2650	b2650	b2650	2782549	2783031	-	161	1789004	orf, hypothetical protein	1585	ORF
2651	b2651	b2651	2783241	2783372	+	44	2367148	orf, hypothetical protein	1586	ORF
2652	b2652	ileY	2783782	2783857	-	0	0	tRNA-Ile	0	tRNA
2653	b2653	b2653	2783820	2783993	-	58	1789006	orf, hypothetical protein	1587	ORF
2654	b2654	b2654	2784417	2784749	+	111	1789007	orf, hypothetical protein	1588	ORF
2655	b2655	b2655	2784768	2785262	+	165	1789008	orf, hypothetical protein	1588	ORF
2656	b2656	b2656	2785267	2785455	+	63	1789009	orf, hypothetical protein	1588	ORF
2657	b2657	b2657	2785627	2786259	+	211	1789010	putative enzyme	1589	ORF
2658	b2658	b2658	2786398	2786670	+	91	1789012	orf, hypothetical protein	1590	ORF
2659	b2659	b2659	2786901	2787983	+	361	1789013	orf, hypothetical protein	1591	ORF
2660	b2660	ygaF	2787937	2789271	+	445	1789014	orf, hypothetical protein	1591	ORF
2661	b2661	gabD	2789294	2790742	+	483	1789015	succinate-semialdehyde dehydrogenase, NADP-dependent activity	1591	ORF
2662	b2662	gabT	2790756	2792036	+	427	1789016	4-aminobutyrate aminotransferase activity	1591	ORF
2663	b2663	gabP	2792274	2793674	+	467	1789017	transport permease protein of gamma-aminobutyrate	1591	ORF
2664	b2664	ygaE	2793677	2794357	+	227	1789018	putative transcriptional regulator	1591	ORF
2665	b2665	ygaU	2794358	2794807	-	150	1789019	orf, hypothetical protein	1592	ORF
2666	b2666	b2666	2794891	2795049	-	53	1789020	orf, hypothetical protein	1593	ORF
2667	b2667	b2667	2795232	2795531	+	100	1789021	orf, hypothetical protein	1594	ORF
2668	b2668	ygaP	2795541	2796065	+	175	1789022	orf, hypothetical protein	1594	ORF
2669	b2669	stpA	2796112	2796516	-	135	1789023	DNA-binding protein; H-NS-like protein; chaperone activity; RNA splicing?	1595	ORF
2670	b2670	b2670	2797185	2797634	+	150	1789025	orf, hypothetical protein	1596	ORF
2671	b2671	ygaC	2797671	2798015	-	115	1789026	orf, hypothetical protein	1597	ORF
2672	b2672	ygaM	2798155	2798496	+	114	1789027	orf, hypothetical protein	1598	ORF
2673	b2673	nrdH	2798744	2798989	+	82	1789028	glutaredoxin-like protein; hydrogen donor	1599	ORF
2674	b2674	nrdI	2798986	2799396	+	137	1789029	orf, hypothetical protein	1599	ORF
2675	b2675	nrdE	2799369	2801513	+	715	1789030	ribonucleoside-diphosphate reductase 2, alpha subunit	1599	ORF
2676	b2676	nrdF	2801523	2802482	+	320	1789031	ribonucleoside-diphosphate reductase 2, beta chain, frag	1599	ORF
2677	b2677	proV	2802836	2804038	+	401	1789032	ATP-binding component of transport system for glycine, betaine and proline	1600	ORF
2678	b2678	proW	2804031	2805095	+	355	1789033	high-affinity transport system for glycine betaine and proline	1600	ORF
2679	b2679	proX	2805153	2806145	+	331	1789034	high-affinity transport system for glycine betaine and proline	1600	ORF
2680	b2680	b2680	2806337	2806603	+	89	1789035	orf, hypothetical protein	1601	ORF
2681	b2681	b2681	2806597	2807514	+	306	1789036	putative transport protein	1601	ORF
2682	b2682	b2682	2807638	2808375	+	246	1789038	orf, hypothetical protein	1602	ORF
2683	b2683	ygaH	2808365	2808700	+	112	1789039	orf, hypothetical protein	1602	ORF
2684	b2684	emrR	2808791	2809321	+	177	1789040	regulator of plasmid mcrB operon (microcin B17 synthesis)	1603	ORF
2685	b2685	emrA	2809448	2810620	+	391	1789041	multidrug resistance secretion protein	1604	ORF
2686	b2686	emrB	2810637	2812175	+	513	1789042	multidrug resistance; probably membrane translocase	1604	ORF
2687	b2687	ygaG	2812239	2812754	-	172	1789043	orf, hypothetical protein	1605	ORF
2688	b2688	gshA	2812905	2814461	-	519	1789044	gamma-glutamate-cysteine ligase	1606	ORF
2689	b2689	b2689	2814534	2814962	-	143	1789045	orf, hypothetical protein	1607	ORF
2690	b2690	yqaB	2814959	2815525	-	189	1789046	putative phosphatase	1607	ORF
2691	b2691	argQ	2815806	2815882	-	0	0	tRNA-Arg	0	tRNA
2692	b2692	argZ	2816081	2816157	-	0	0	tRNA-Arg	0	tRNA
2694	b2694	argV	2816495	2816571	-	0	0	tRNA-Arg	0	tRNA
2695	b2695	serV	2816575	2816667	-	0	0	tRNA-Ser	0	tRNA
2696	b2696	csrA	2816983	2817168	-	62	1789047	carbon storage regulator; controls glycogen synthesis, gluconeogenesis, cell size and surface properties	1608	ORF
2697	b2697	alaS	2817403	2820033	-	877	1789048	alanyl-tRNA synthetase	1609	ORF
2698	b2698	oraA	2820162	2820662	-	167	1789050	regulator, OraA protein	1610	ORF
2699	b2699	recA	2820731	2821792	-	354	1789051	DNA strand exchange and renaturation, DNA-dependent ATPase, DNA- and ATP-dependent coprotease	1611	ORF
2700	b2700	ygaD	2821872	2822369	-	166	1789052	orf, hypothetical protein	1612	ORF
2701	b2701	mltB	2822514	2823599	-	362	1789053	membrane-bound lytic murein transglycosylase B	1613	ORF
2702	b2702	srlA	2823855	2824418	+	188	1789054	PTS system, glucitol/sorbitol-specific IIC component, one of two	1614	ORF
2703	b2703	srlE	2824415	2825374	+	320	1789055	PTS system, glucitol/sorbitol-specific IIB component and second of two IIC components	1614	ORF
2704	b2704	srlB	2825385	2825756	+	124	1789056	PTS system, glucitol/sorbitol-specific enzyme IIA component	1614	ORF
2705	b2705	srlD	2825760	2826539	+	260	1789057	glucitol (sorbitol)-6-phosphate dehydrogenase	1614	ORF
2706	b2706	gutM	2826644	2827003	+	120	1789058	glucitol operon activator	1614	ORF
2707	b2707	srlR	2827070	2827843	+	258	1789059	regulator for gut (srl), glucitol operon	1614	ORF
2708	b2708	gutQ	2827875	2828801	+	309	1789060	orf, hypothetical protein	1614	ORF
2709	b2709	ygaA	2828798	2830387	-	530	2367150	putative 2-component transcriptional regulator	1615	ORF
2710	b2710	b2710	2830499	2831938	+	480	1789064	putative flavodoxin	1616	ORF
2711	b2711	ygbD	2831935	2833068	+	378	1789065	putative oxidoreductase	1616	ORF
2712	b2712	hypF	2833196	2835448	-	751	2367152	transcriptional regulatory protein	1617	ORF
2713	b2713	hydN	2835601	2836128	-	176	1789067	involved in electron transport from formate to hydrogen, Fe-S centers	1618	ORF
2714	b2714	ascG	2836277	2837290	-	338	1789068	ascBF operon repressor	1619	ORF
2715	b2715	ascF	2837547	2839004	+	486	1789069	PTS system enzyme II ABC (asc), cryptic, transports specific beta-glucosides	1620	ORF
2716	b2716	ascB	2839013	2840437	+	475	1789070	6-phospho-beta-glucosidase; cryptic	1620	ORF
2717	b2717	hycI	2840596	2841066	-	157	1789072	protease involved in processing C-terminal end of the large subunit of hydrogenase 3	1621	ORF
2718	b2718	hycH	2841059	2841469	-	137	1789073	processing of large subunit (HycE) of hydrogenase 3 (part of the FHL complex)	1622	ORF
2719	b2719	hycG	2841466	2842233	-	256	1789074	hydrogenase activity	1622	ORF
2720	b2720	hycF	2842233	2842775	-	181	1789075	probable iron-sulfur protein of hydrogenase 3 (part of FHL complex)	1622	ORF
2721	b2721	hycE	2842785	2844494	-	570	1789076	large subunit of hydrogenase 3 (part of FHL complex)	1622	ORF
2722	b2722	hycD	2844512	2845435	-	308	1789077	membrane-spanning protein of hydrogenase 3 (part of FHL complex)	1622	ORF
2723	b2723	hycC	2845438	2847264	-	609	2367154	membrane-spanning protein of hydrogenase 3 (part of FHL complex)	1622	ORF
2724	b2724	hycB	2847261	2847872	-	204	1789079	probable small subunit of hydrogenase-3, iron-sulfur protein (part of formate hydrogenlyase (FHL) complex)	1622	ORF
2725	b2725	hycA	2847997	2848458	-	154	1789080	transcriptional repression of hyc and hyp operons	1622	ORF
2726	b2726	hypA	2848670	2849020	+	117	1789081	pleiotrophic effects on 3 hydrogenase isozymes	1623	ORF
2727	b2727	hypB	2849024	2849896	+	291	1789082	guanine-nucleotide binding protein, functions as nickel donor for large subunit of hydrogenase 3	1623	ORF
2728	b2728	hypC	2849887	2850159	+	91	1789083	pleiotrophic effects on 3 hydrogenase isozymes	1623	ORF
2729	b2729	hypD	2850159	2851280	+	374	1789084	pleiotrophic effects on 3 hydrogenase isozymes	1623	ORF
2730	b2730	hypE	2851319	2852287	+	323	1789085	plays structural role in maturation of all 3 hydrogenases	1623	ORF
2731	b2731	fhlA	2852361	2854439	+	693	1789087	formate hydrogen-lyase transcriptional activator for fdhF, hyc and hyp operons	1624	ORF
2732	b2732	ygbA	2854476	2854829	-	118	1789088	orf, hypothetical protein	1625	ORF
2733	b2733	mutS	2855116	2857677	+	854	1789089	methyl-directed mismatch repair	1626	ORF
2734	b2734	pphB	2857783	2858439	+	219	1789090	protein phosphatase 2	1627	ORF
2735	b2735	ygbI	2858490	2859287	-	266	1789091	putative DEOR-type transcriptional regulator	1628	ORF
2736	b2736	b2736	2859453	2860361	+	303	1789092	putative dehydrogenase	1629	ORF
2737	b2737	b2737	2860358	2861524	+	389	1789093	orf, hypothetical protein	1629	ORF
2738	b2738	ygbL	2861616	2862254	+	213	1789094	putative epimerase/aldolase	1630	ORF
2739	b2739	ygbM	2862259	2863035	+	259	1789095	orf, hypothetical protein	1630	ORF
2740	b2740	b2740	2863124	2864488	+	455	1789097	putative transport protein	1631	ORF
2741	b2741	rpoS	2864582	2865574	-	331	1789098	RNA polymerase, sigma S (sigma38) factor; synthesis of many growth phase related proteins	1632	ORF
2742	b2742	nlpD	2865637	2866776	-	380	1789099	lipoprotein	1632	ORF
